PassengerID,TrainName,Name,Gender,Age,Profession,Class,TicketPrice,TrainCar,SeatNumber,MaritalStatus,NumberOfChildren,CompanionCount,BaggageWeight,MealPreference,Station,ArrivalTime,DepartureTime,who,FamilySize
155,Shalimar Express,Ali Murtaza Khan,Male,49,Lawyer,Economy,6888,Coach-12,S-64,Single,0,2,44.71,Biryani,Sadikabad,19:54,19:56,Male,2
156,Shalimar Express,Sara Saeed Siddiqui,Male,14,Artist,Economy,6888,Coach-18,S-63,Married,1,3,12.38,Biryani,Liaquatpur,18:16,18:18,Child,5
157,Shalimar Express,Fatima Fahad Jutt,Female,37,Farmer,AC Business,3588,Coach-5,S-91,Married,2,4,30.39,Paratha Roll,Karore Pakka,15:10,15:15,Female,7
158,Shalimar Express,Hira Rizwan Rana,Male,35,Engineer,Economy,6888,Coach-16,S-69,Single,1,4,44.18,Nihari,Nur Shah,14:03,14:05,Male,5
159,Shalimar Express,Bilal Fahad Bhatti,Female,62,Farmer,Economy,6888,Coach-9,S-78,Married,4,3,21.52,Paratha Roll,Arif Wala,12:10,12:15,Female,8
160,Shalimar Express,Ayesha Murtaza Chaudhry,Female,5,Lawyer,Economy,3588,Coach-16,S-14,Married,1,4,16.7,Nihari,Khudian,8:45,8:47,Child,6
161,Shalimar Express,Ahmed Nawaz Khan,Male,79,Soldier,Economy,6888,Coach-5,S-87,Married,3,1,31.73,Paratha Roll,Landhi Jn.,7:10,7:12,Male,5
162,Shalimar Express,Noor Jamal Qureshi,Female,68,Soldier,Economy,3588,Coach-14,S-90,Single,4,3,29.97,Biryani,Ghotki,21:21,21:23,Female,7
163,Shalimar Express,Fatima Fahad Sheikh,Male,36,Teacher,Economy,3588,Coach-1,S-25,Married,0,4,39.41,Paratha Roll,Murad Chishti,11:53,11:55,Male,5
164,Shalimar Express,Zain Fahad Sheikh,Female,65,Police Officer,Economy,6888,Coach-2,S-37,Single,1,2,29.27,Daal Chaawal,Hyderabad Jn,4:50,5:00,Female,3
165,Shalimar Express,Hira Saeed Chaudhry,Female,59,Police Officer,AC Business,6888,Coach-10,S-65,Married,0,3,20.34,Nihari,Samasata Jn.,16:40,17:05,Female,4
166,Shalimar Express,Amir Iqbal Qureshi,Female,56,Lawyer,AC Business,3588,Coach-11,S-17,Married,3,0,49.23,Biryani,Arif Wala,12:10,12:15,Female,4
167,Shalimar Express,Fatima Raza Malik,Female,46,Artist,AC Business,6888,Coach-7,S-86,Married,4,1,49.37,Nihari,Bahawalpur,16:20,16:25,Female,6
168,Shalimar Express,Amir Fahad Malik,Female,,Businessperson,Economy,3588,Coach-1,S-70,Single,2,0,18.22,Biryani,Khanpur Jn.,18:55,19:00,Female,2
169,Shalimar Express,Zain Hussain Jutt,Male,6,Soldier,AC Business,3588,Coach-17,S-80,Married,4,1,38.13,Karahi,Mahrabpur,0:11,0:13,Child,6
170,Shalimar Express,Ayesha Raza Butt,Male,52,Artist,AC Business,6888,Coach-14,S-5,Married,0,4,48.53,Karahi,Mailsi,14:25,14:30,Male,5
171,Shalimar Express,Amir Jamal Siddiqui,Female,47,Student,Economy,3588,Coach-13,S-55,Single,3,4,29.06,Paratha Roll,Lodhran Jn.,15:57,15:59,Female,7
172,Shalimar Express,Ayesha Saeed Chaudhry,Female,62,Doctor,Economy,6888,Coach-18,S-31,Married,4,1,48.53,Daal Chaawal,Kot Lakhpat,6:43,6:45,Female,6
173,Shalimar Express,Noor Murtaza Bhatti,Female,78,Teacher,AC Business,3588,Coach-13,S-24,Married,4,1,11.89,Nihari,Rohri Jn.,22:35,23:00,Female,6
174,Shalimar Express,Zain Iqbal Chaudhry,Male,58,Soldier,Economy,6888,Coach-4,S-16,Single,4,3,20.41,Daal Chaawal,Samasata Jn.,16:40,17:05,Male,7
175,Shalimar Express,Ahmed Saeed Butt,Male,12,Engineer,AC Business,6888,Coach-3,S-39,Married,0,3,33.45,Nihari,Raiwind Jn.,7:10,7:15,Child,4
176,Shalimar Express,Ahmed Rizwan Rana,Male,67,Artist,Economy,6888,Coach-1,S-91,Single,1,0,41.84,Paratha Roll,Usmanwala,8:58,9:00,Male,1
177,Shalimar Express,Noor Asghar Butt,Male,40,Teacher,Economy,6888,Coach-18,S-80,Single,2,4,19.94,Karahi,Raiwind Jn.,7:10,7:15,Male,6
178,Shalimar Express,Zain Iqbal Bhatti,Male,61,Soldier,Economy,3588,Coach-3,S-33,Single,4,2,26.85,Karahi,Samasata Jn.,16:40,17:05,Male,6
179,Shalimar Express,Zain Jamal Jutt,Male,16,Farmer,Economy,6888,Coach-1,S-50,Single,4,1,16.09,Nihari,Nawabshah Jn.,2:26,2:28,Child,5
180,Shalimar Express,Noor Nawaz Khan,Female,79,Lawyer,Economy,3588,Coach-10,S-10,Single,2,3,15.51,Karahi,Liaquatpur,18:16,18:18,Female,5
181,Shalimar Express,Hira Iqbal Siddiqui,Male,29,Businessperson,Economy,6888,Coach-9,S-82,Single,1,1,44.93,Daal Chaawal,Raiwind Jn.,7:10,7:15,Male,2
182,Shalimar Express,Hira Asghar Rana,Male,78,Student,AC Business,6888,Coach-4,S-19,Single,0,0,46.48,Biryani,Kasur Jn.,7:40,8:20,Male,0
183,Shalimar Express,Ayesha Saeed Rana,Female,50,Farmer,Economy,6888,Coach-11,S-47,Single,2,1,40.01,Daal Chaawal,Mandi Ahmadabad,9:41,9:43,Female,3
184,Shalimar Express,Bilal Murtaza Rana,Male,13,Doctor,AC Business,6888,Coach-8,S-16,Married,1,3,47.9,Paratha Roll,Rohri Jn.,22:35,23:00,Child,5
185,Shalimar Express,Hira Iqbal Sheikh,Female,71,Police Officer,AC Business,3588,Coach-15,S-94,Married,1,0,31.38,Paratha Roll,Gagoo,12:38,12:40,Female,2
186,Shalimar Express,Noor Saeed Sheikh,Female,28,Student,AC Business,6888,Coach-3,S-9,Married,3,4,31.92,Nihari,Nur Shah,14:03,14:05,Female,8
187,Shalimar Express,Ayesha Nawaz Butt,Male,18,Engineer,Economy,3588,Coach-14,S-12,Married,0,0,38.57,Biryani,Mandi Ahmadabad,9:41,9:43,Male,1
188,Shalimar Express,Fatima Nawaz Khan,Male,33,Doctor,AC Business,3588,Coach-16,S-28,Married,4,4,20.32,Karahi,Landhi Jn.,7:10,7:12,Male,9
189,Shalimar Express,Hira Raza Jutt,Male,27,Farmer,AC Business,6888,Coach-16,S-3,Single,3,0,42.57,Nihari,Rahim Yar Khan,19:32,19:34,Male,3
190,Shalimar Express,Sara Saeed Bhatti,Male,23,Soldier,AC Business,3588,Coach-19,S-18,Married,4,3,17.89,Daal Chaawal,Khanpur Jn.,18:55,19:00,Male,8
191,Shalimar Express,Bilal Hussain Qureshi,Female,65,Teacher,AC Business,6888,Coach-1,S-30,Single,4,3,23.6,Paratha Roll,Kasur Jn.,7:40,8:20,Female,7
192,Shalimar Express,Fatima Iqbal Malik,Male,59,Student,Economy,6888,Coach-5,S-71,Married,3,0,15.66,Nihari,Khanpur Jn.,18:55,19:00,Male,4
193,Shalimar Express,Sara Hussain Butt,Male,22,Doctor,Economy,6888,Coach-18,S-6,Married,1,4,12.56,Paratha Roll,Raiwind Jn.,7:10,7:15,Male,6
194,Shalimar Express,Bilal Nawaz Rana,Female,70,Teacher,AC Business,3588,Coach-2,S-73,Single,4,1,33.19,Daal Chaawal,Rahim Yar Khan,19:32,19:34,Female,5
195,Shalimar Express,Zain Rizwan Malik,Female,61,Businessperson,Economy,6888,Coach-4,S-63,Married,3,4,17.64,Nihari,Kanganpur,9:21,9:23,Female,8
196,Shalimar Express,Fatima Jamal Malik,Male,67,Police Officer,Economy,3588,Coach-18,S-47,Single,3,4,35.19,Karahi,Walton,6:32,6:34,Male,7
197,Shalimar Express,Amir Saeed Sheikh,Male,12,Lawyer,AC Business,3588,Coach-18,S-91,Single,4,2,26.32,Karahi,Landhi Jn.,7:10,7:12,Child,6
198,Shalimar Express,Bilal Nawaz Rana,Female,67,Artist,Economy,6888,Coach-17,S-54,Married,1,3,17.83,Nihari,Murad Chishti,11:53,11:55,Female,5
199,Shalimar Express,Sara Hussain Butt,Female,11,Teacher,AC Business,3588,Coach-5,S-78,Single,3,2,16.22,Biryani,Kasur Jn.,7:40,8:20,Child,5
200,Shalimar Express,Zain Nawaz Chaudhry,Female,66,Farmer,Economy,3588,Coach-10,S-34,Married,0,3,21.24,Nihari,Haveli Wasawewala,10:30,10:32,Female,4
201,Shalimar Express,Ayesha Iqbal Butt,Male,58,Teacher,Economy,6888,Coach-8,S-1,Single,3,2,15.14,Biryani,Jamrani Wah,15:37,15:39,Male,5
202,Shalimar Express,Sara Nawaz Malik,Female,41,Teacher,Economy,3588,Coach-13,S-44,Single,2,2,20.38,Nihari,Jamrani Wah,15:37,15:39,Female,4
203,Shalimar Express,Ahmed Rizwan Chaudhry,Male,21,Businessperson,AC Business,3588,Coach-11,S-30,Single,4,0,43.44,Nihari,Basirpur,10:03,10:05,Male,4
204,Shalimar Express,Bilal Asghar Malik,Female,57,Businessperson,AC Business,3588,Coach-16,S-12,Married,1,1,23.66,Karahi,Karore Pakka,15:10,15:15,Female,3
205,Shalimar Express,Ali Iqbal Rana,Male,56,Police Officer,AC Business,6888,Coach-1,S-10,Single,2,3,20.75,Karahi,Rohri Jn.,22:35,23:00,Male,5
206,Shalimar Express,Ali Iqbal Qureshi,Male,52,Police Officer,Economy,3588,Coach-15,S-34,Single,0,3,15.36,Biryani,Dera Nawab Sahib,17:43,17:45,Male,3
207,Shalimar Express,Zain Nawaz Malik,Female,25,Student,Economy,6888,Coach-7,S-82,Single,0,0,48.62,Biryani,Usmanwala,8:58,9:00,Female,0
208,Shalimar Express,Fatima Nawaz Chaudhry,Female,69,Student,AC Business,3588,Coach-7,S-7,Married,2,0,41.4,Karahi,Liaquatpur,18:16,18:18,Female,3
209,Shalimar Express,Amir Hussain Khan,Female,57,Lawyer,AC Business,6888,Coach-19,S-34,Single,3,2,48.63,Biryani,Kot Lakhpat,6:43,6:45,Female,5
210,Shalimar Express,Hira Fahad Chaudhry,Male,17,Businessperson,AC Business,3588,Coach-11,S-83,Married,3,4,10.9,Biryani,Bahawalpur,16:20,16:25,Child,8
211,Shalimar Express,Bilal Hussain Butt,Female,15,Artist,AC Business,3588,Coach-6,S-3,Married,2,2,17.1,Biryani,Mir Pur Mathelo,20:47,20:49,Child,5
212,Shalimar Express,Ahmed Nawaz Khan,Female,41,Farmer,AC Business,3588,Coach-14,S-4,Single,0,0,25.57,Nihari,Dera Nawab Sahib,17:43,17:45,Female,0
213,Shalimar Express,Amir Raza Rana,Female,65,Artist,AC Business,6888,Coach-15,S-52,Single,3,2,47.44,Daal Chaawal,Raiwind Jn.,7:10,7:15,Female,5
214,Shalimar Express,Noor Rizwan Malik,Female,7,Soldier,Economy,3588,Coach-18,S-7,Married,2,2,43.01,Nihari,Bhiria Road,0:44,0:46,Child,5
215,Shalimar Express,Bilal Murtaza Malik,Male,75,Teacher,Economy,6888,Coach-15,S-81,Married,3,0,46.83,Nihari,Nawabshah Jn.,2:26,2:28,Male,4
216,Shalimar Express,Zain Fahad Chaudhry,Male,70,Lawyer,AC Business,3588,Coach-13,S-80,Married,2,0,45.07,Nihari,Nawabshah Jn.,2:26,2:28,Male,3
217,Shalimar Express,Sara Asghar Butt,Male,6,Doctor,Economy,6888,Coach-15,S-88,Married,0,2,41.2,Daal Chaawal,Mir Pur Mathelo,20:47,20:49,Child,3
218,Shalimar Express,Sara Iqbal Bhatti,Male,34,Businessperson,Economy,3588,Coach-10,S-40,Single,0,2,15.95,Daal Chaawal,Mandi Burewala,12:55,13:00,Male,2
219,Shalimar Express,Zain Rizwan Siddiqui,Male,47,Police Officer,AC Business,6888,Coach-16,S-97,Single,4,1,24.9,Nihari,Lahore Jn.,-,6:15,Male,5
220,Shalimar Express,Ayesha Fahad Siddiqui,Female,49,Lawyer,AC Business,3588,Coach-19,S-32,Married,0,0,28.82,Paratha Roll,Mahrabpur,0:11,0:13,Female,1
221,Shalimar Express,Ali Nawaz Malik,Male,59,Police Officer,Economy,3588,Coach-1,S-14,Married,2,1,46.62,Daal Chaawal,Dera Nawab Sahib,17:43,17:45,Male,4
222,Shalimar Express,Sara Fahad Bhatti,Male,28,Farmer,AC Business,6888,Coach-1,S-52,Single,2,4,49.79,Karahi,Karachi Cantt,8:10,8:25,Male,6
223,Shalimar Express,Amir Nawaz Khan,Female,75,Soldier,AC Business,6888,Coach-7,S-9,Married,0,1,30.13,Biryani,Pakpattan,11:20,11:35,Female,2
224,Shalimar Express,Zain Fahad Khan,Male,71,Businessperson,Economy,3588,Coach-17,S-98,Married,0,2,34.49,Karahi,Karachi Cantt,8:10,8:25,Male,3
225,Shalimar Express,Bilal Saeed Khan,Male,65,Farmer,AC Business,6888,Coach-11,S-48,Single,3,4,19.5,Paratha Roll,Rohri Jn.,22:35,23:00,Male,7
226,Shalimar Express,Ahmed Asghar Malik,Male,58,Farmer,AC Business,3588,Coach-17,S-100,Single,4,4,22.85,Karahi,Liaquatpur,18:16,18:18,Male,8
227,Shalimar Express,Fatima Jamal Sheikh,Male,,Farmer,Economy,6888,Coach-11,S-10,Single,3,0,43.92,Nihari,Mandi Burewala,12:55,13:00,Male,3
228,Shalimar Express,Noor Fahad Qureshi,Male,9,Student,AC Business,3588,Coach-5,S-77,Married,2,2,44.74,Karahi,Mandi Ahmadabad,9:41,9:43,Child,5
229,Shalimar Express,Sara Jamal Qureshi,Male,19,Artist,Economy,3588,Coach-7,S-56,Married,0,1,48.21,Biryani,Gagoo,12:38,12:40,Male,2
230,Shalimar Express,Ahmed Asghar Butt,Male,49,Police Officer,Economy,6888,Coach-2,S-85,Married,0,1,19.03,Daal Chaawal,Kasur Jn.,7:40,8:20,Male,2
231,Shalimar Express,Sara Raza Khan,Male,68,Businessperson,AC Business,3588,Coach-13,S-3,Married,1,4,29.52,Biryani,,0:11,0:13,Male,6
232,Shalimar Express,Noor Jamal Siddiqui,Male,61,Businessperson,AC Business,3588,Coach-1,S-62,Single,4,1,35.86,Nihari,Mahrabpur,0:11,0:13,Male,5
233,Shalimar Express,Ahmed Rizwan Jutt,Male,61,Businessperson,AC Business,3588,Coach-4,S-96,Married,2,0,16.86,Karahi,Kasur Jn.,7:40,8:20,Male,3
234,Shalimar Express,Noor Murtaza Bhatti,Female,49,Teacher,AC Business,6888,Coach-20,S-33,Single,1,0,10.8,Nihari,Mir Pur Mathelo,20:47,20:49,Female,1
235,Shalimar Express,Ayesha Saeed Rana,Male,78,Soldier,AC Business,3588,Coach-14,S-54,Married,0,4,29.35,Daal Chaawal,Kotri Jn.,5:22,5:24,Male,5
236,Shalimar Express,Ayesha Iqbal Butt,Female,18,Lawyer,AC Business,3588,Coach-18,S-26,Single,3,2,20.25,Karahi,Liaquatpur,18:16,18:18,Female,5
237,Shalimar Express,Sara Raza Rana,Female,77,Soldier,Economy,6888,Coach-12,S-50,Married,2,3,14.04,Karahi,Pakpattan,11:20,11:35,Female,6
238,Shalimar Express,Bilal Murtaza Khan,Male,12,Soldier,Economy,6888,Coach-13,S-56,Married,2,4,44.85,Paratha Roll,Tando Adam,3:56,3:58,Child,7
239,Shalimar Express,Noor Saeed Qureshi,Female,74,Soldier,AC Business,6888,Coach-10,S-87,Single,1,3,42.22,Nihari,Pakpattan,11:20,11:35,Female,4
240,Shalimar Express,Sara Iqbal Bhatti,Male,58,Police Officer,AC Business,3588,Coach-17,S-49,Married,2,3,13.34,Nihari,Drigh Road,7:38,7:40,Male,6
241,Shalimar Express,Sara Asghar Jutt,Male,56,Engineer,Economy,6888,Coach-6,S-45,Married,3,0,28.95,Biryani,Mailsi,14:25,14:30,Male,4
242,Shalimar Express,Fatima Asghar Qureshi,Female,51,Artist,AC Business,6888,Coach-14,S-45,Married,0,3,48.54,Biryani,Usmanwala,8:58,9:00,Female,4
243,Shalimar Express,Hira Murtaza Butt,Male,19,Engineer,Economy,3588,Coach-12,S-32,Married,0,4,40.05,Karahi,Sadikabad,19:54,19:56,Male,5
244,Shalimar Express,Amir Raza Qureshi,Male,59,Police Officer,AC Business,3588,Coach-15,S-52,Single,0,1,36.28,Nihari,Liaquatpur,18:16,18:18,Male,1
245,Shalimar Express,Fatima Rizwan Bhatti,Male,27,Student,AC Business,3588,Coach-20,S-62,Single,1,2,42.19,Nihari,Lodhran Jn.,15:57,15:59,Male,3
246,Shalimar Express,Fatima Fahad Sheikh,Female,55,Student,AC Business,3588,Coach-12,S-44,Single,1,0,15.34,Paratha Roll,Basirpur,10:03,10:05,Female,1
247,Shalimar Express,Sara Raza Qureshi,Female,62,Artist,AC Business,3588,Coach-16,S-76,Single,0,4,18.18,Karahi,Hyderabad Jn,4:50,5:00,Female,4
248,Shalimar Express,Bilal Hussain Malik,Male,76,Police Officer,AC Business,3588,Coach-3,S-1,Single,4,4,27.81,Paratha Roll,Pakpattan,11:20,11:35,Male,8
249,Shalimar Express,Noor Iqbal Bhatti,Male,25,Engineer,Economy,6888,Coach-7,S-56,Married,0,3,13.71,Paratha Roll,Pakpattan,11:20,11:35,Male,4
250,Shalimar Express,Ali Rizwan Rana,Male,15,Soldier,Economy,3588,Coach-16,S-72,Married,4,0,45.46,Nihari,,0:11,0:13,Child,5
251,Shalimar Express,Ayesha Saeed Sheikh,Male,21,Police Officer,AC Business,6888,Coach-6,S-82,Married,1,2,31.7,Paratha Roll,Dera Nawab Sahib,17:43,17:45,Male,4
252,Shalimar Express,Hira Saeed Butt,Male,53,Engineer,Economy,6888,Coach-7,S-34,Single,1,0,44.69,Biryani,Dera Nawab Sahib,17:43,17:45,Male,1
253,Shalimar Express,Sara Jamal Qureshi,Female,57,Engineer,Economy,3588,Coach-4,S-31,Married,1,4,14.72,Biryani,Basirpur,10:03,10:05,Female,6
254,Shalimar Express,Amir Murtaza Jutt,Female,66,Engineer,AC Business,3588,Coach-5,S-1,Single,0,2,28.98,Daal Chaawal,Padidan,1:04,1:06,Female,2
255,Shalimar Express,Ayesha Hussain Qureshi,Female,60,Engineer,Economy,3588,Coach-7,S-80,Single,0,2,48.94,Nihari,Usmanwala,8:58,9:00,Female,2
256,Shalimar Express,Sara Raza Siddiqui,Female,42,Student,Economy,6888,Coach-20,S-21,Single,0,0,46.88,Karahi,Padidan,1:04,1:06,Female,0
257,Shalimar Express,Fatima Saeed Jutt,Male,,Doctor,AC Business,6888,Coach-18,S-51,Married,1,4,42.85,Daal Chaawal,Ghotki,21:21,21:23,Male,6
258,Shalimar Express,Sara Iqbal Chaudhry,Female,20,Farmer,AC Business,3588,Coach-1,S-61,Married,1,2,47.14,Nihari,Nur Shah,14:03,14:05,Female,4
259,Shalimar Express,Hira Jamal Siddiqui,Female,28,Businessperson,Economy,3588,Coach-4,S-45,Married,2,4,13.91,Karahi,Mandi Ahmadabad,9:41,9:43,Female,7
260,Shalimar Express,Bilal Hussain Siddiqui,Female,16,Police Officer,Economy,6888,Coach-3,S-25,Single,4,4,11.55,Paratha Roll,Lodhran Jn.,15:57,15:59,Child,8
261,Shalimar Express,Ali Asghar Jutt,Female,9,Artist,AC Business,6888,Coach-19,S-68,Married,3,3,13.62,Nihari,Walton,6:32,6:34,Child,7
262,Shalimar Express,Hira Hussain Rana,Female,56,Police Officer,Economy,6888,Coach-6,S-73,Single,4,4,37.12,Biryani,Gagoo,12:38,12:40,Female,8
263,Shalimar Express,Noor Iqbal Khan,Male,11,Lawyer,AC Business,6888,Coach-11,S-99,Single,3,4,26.03,Biryani,Padidan,1:04,1:06,Child,7
264,Shalimar Express,Ayesha Murtaza Bhatti,Male,38,Doctor,Economy,3588,Coach-1,S-75,Single,3,3,32.1,Biryani,Drigh Road,7:38,7:40,Male,6
265,Shalimar Express,Fatima Asghar Sheikh,Male,34,Farmer,AC Business,3588,Coach-6,S-23,Single,2,4,34.92,Nihari,Bahawalpur,16:20,16:25,Male,6
266,Shalimar Express,Fatima Rizwan Qureshi,Female,7,Teacher,AC Business,68880,Coach-3,S-44,Married,0,3,19.02,Daal Chaawal,Khudian,8:45,8:47,Child,4
267,Shalimar Express,Ahmed Jamal Sheikh,Male,54,Soldier,Economy,6888,Coach-19,S-29,Single,3,3,23.66,Karahi,Haveli Wasawewala,10:30,10:32,Male,6
268,Shalimar Express,Noor Rizwan Bhatti,Male,42,Farmer,Economy,6888,Coach-3,S-83,Single,2,2,47.37,Nihari,Kot Lakhpat,6:43,6:45,Male,4
269,Shalimar Express,Zain Nawaz Sheikh,Female,51,Student,Economy,3588,Coach-17,S-98,Single,3,4,45.6,Karahi,Pakpattan,11:20,11:35,Female,7
270,Shalimar Express,Amir Iqbal Khan,Male,68,Farmer,Economy,3588,Coach-5,S-90,Married,3,3,41.69,Karahi,Mir Pur Mathelo,20:47,20:49,Male,7
271,Shalimar Express,Fatima Asghar Bhatti,Female,47,Soldier,Economy,6888,Coach-17,S-22,Married,3,4,47.31,Paratha Roll,Hyderabad Jn,4:50,5:00,Female,8
272,Shalimar Express,Hira Iqbal Jutt,Female,41,Student,Economy,3588,Coach-17,S-40,Single,4,4,41.88,Daal Chaawal,Mubarakpur,17:25,17:27,Female,8
273,Shalimar Express,Ahmed Asghar Jutt,Female,35,Businessperson,Economy,6888,Coach-16,S-5,Single,2,3,28.61,Karahi,Landhi Jn.,7:10,7:12,Female,5
274,Shalimar Express,Noor Murtaza Jutt,Male,55,Lawyer,AC Business,3588,Coach-19,S-66,Single,0,0,38.98,Nihari,Mandi Burewala,12:55,13:00,Male,0
275,Shalimar Express,Ali Iqbal Bhatti,Female,10,Engineer,Economy,6888,Coach-5,S-79,Married,4,4,29.86,Karahi,Padidan,1:04,1:06,Child,9
276,Shalimar Express,Noor Jamal Bhatti,Male,19,Soldier,AC Business,6888,Coach-3,S-5,Married,0,2,35.95,Daal Chaawal,Raiwind Jn.,7:10,7:15,Male,3
277,Shalimar Express,Hira Nawaz Sheikh,Female,64,Doctor,AC Business,3588,Coach-11,S-31,Single,4,1,25.74,Nihari,Mubarakpur,17:25,17:27,Female,5
278,Shalimar Express,Ayesha Iqbal Qureshi,Female,31,Lawyer,AC Business,3588,Coach-16,S-41,Married,1,1,24.88,Paratha Roll,Lahore Jn.,-,6:15,Female,3
279,Shalimar Express,Hira Nawaz Rana,Male,51,Police Officer,AC Business,3588,Coach-2,S-29,Single,2,0,36.4,Daal Chaawal,Mahrabpur,0:11,0:13,Male,2
280,Shalimar Express,Fatima Asghar Chaudhry,Female,27,Lawyer,AC Business,3588,Coach-13,S-70,Single,0,2,17.2,Karahi,Basirpur,10:03,10:05,Female,2
281,Shalimar Express,Hira Rizwan Malik,Male,45,Doctor,AC Business,3588,Coach-16,S-80,Married,1,2,20.67,Karahi,Vihari,13:35,13:40,Male,4
282,Shalimar Express,Zain Iqbal Bhatti,Male,20,Teacher,AC Business,3588,Coach-19,S-81,Married,3,0,49.2,Daal Chaawal,Khudian,8:45,8:47,Male,4
283,Shalimar Express,Amir Nawaz Qureshi,Male,74,Teacher,Economy,3588,Coach-19,S-25,Single,1,4,17.45,Paratha Roll,Mir Pur Mathelo,20:47,20:49,Male,5
284,Shalimar Express,Sara Jamal Butt,Female,78,Farmer,AC Business,6888,Coach-5,S-94,Single,1,1,31.29,Daal Chaawal,Haveli Wasawewala,10:30,10:32,Female,2
285,Shalimar Express,Fatima Jamal Rana,Male,29,Police Officer,AC Business,6888,Coach-15,S-87,Single,0,1,32.14,Nihari,Haveli Wasawewala,10:30,10:32,Male,1
286,Shalimar Express,Amir Murtaza Bhatti,Female,25,Lawyer,Economy,3588,Coach-5,S-34,Single,4,4,29.45,Karahi,Gagoo,12:38,12:40,Female,8
287,Shalimar Express,Ali Saeed Qureshi,Female,57,Teacher,AC Business,3588,Coach-17,S-73,Single,1,1,18.98,Paratha Roll,Padidan,1:04,1:06,Female,2
288,Shalimar Express,Bilal Saeed Butt,Female,15,Lawyer,Economy,3588,Coach-1,S-24,Married,4,1,49.01,Biryani,Drigh Road,7:38,7:40,Child,6
289,Shalimar Express,Ahmed Iqbal Butt,Female,55,Police Officer,AC Business,6888,Coach-9,S-39,Single,0,2,40.03,Karahi,Murad Chishti,11:53,11:55,Female,2
290,Shalimar Express,Amir Murtaza Khan,Male,20,Businessperson,AC Business,3588,Coach-8,S-32,Married,3,4,14.7,Paratha Roll,Rahim Yar Khan,19:32,19:34,Male,8
291,Shalimar Express,Ayesha Jamal Bhatti,Male,48,Businessperson,Economy,3588,Coach-3,S-1,Married,0,2,17.67,Daal Chaawal,Mandi Ahmadabad,9:41,9:43,Male,3
292,Shalimar Express,Bilal Jamal Chaudhry,Male,33,Soldier,Economy,3588,Coach-9,S-3,Single,4,2,40.74,Paratha Roll,Karachi Cantt,8:10,8:25,Male,6
293,Shalimar Express,Noor Nawaz Chaudhry,Male,71,Police Officer,AC Business,6888,Coach-5,S-69,Married,1,0,48.77,Nihari,Gagoo,12:38,12:40,Male,2
294,Shalimar Express,Ahmed Saeed Khan,Female,12,Lawyer,Economy,6888,Coach-6,S-34,Single,4,1,26.51,Paratha Roll,Usmanwala,8:58,9:00,Child,5
295,Shalimar Express,Ali Iqbal Sheikh,Female,71,Student,Economy,6888,Coach-10,S-15,Married,4,0,24.21,Biryani,Mir Pur Mathelo,20:47,20:49,Female,5
296,Shalimar Express,Noor Jamal Malik,Male,67,Soldier,AC Business,3588,Coach-12,S-40,Married,2,1,20.01,Nihari,Dera Nawab Sahib,17:43,17:45,Male,4
297,Shalimar Express,Hira Raza Jutt,Female,,Soldier,Economy,3588,Coach-13,S-23,Single,0,4,32.91,Biryani,Karachi Cantt,8:10,8:25,Female,4
298,Shalimar Express,Fatima Asghar Malik,Male,57,Farmer,Economy,6888,Coach-2,S-71,Single,4,0,25.54,Karahi,Bhiria Road,0:44,0:46,Male,4
299,Shalimar Express,Hira Nawaz Rana,Male,6,Doctor,AC Business,6888,Coach-2,S-84,Single,1,0,48.51,Nihari,Bahawalpur,16:20,16:25,Child,1
300,Shalimar Express,Zain Hussain Chaudhry,Male,44,Soldier,Economy,3588,Coach-17,S-7,Married,3,2,12.33,Daal Chaawal,Khudian,8:45,8:47,Male,6
301,Shalimar Express,Ayesha Iqbal Sheikh,Female,35,Farmer,Economy,6888,Coach-17,S-82,Married,3,1,22.58,Biryani,Rahim Yar Khan,19:32,19:34,Female,5
302,Shalimar Express,Ali Jamal Butt,Female,6,Police Officer,AC Business,3588,Coach-3,S-62,Single,0,2,32.06,Paratha Roll,Mandi Ahmadabad,9:41,9:43,Child,2
303,Shalimar Express,Ayesha Fahad Malik,Male,13,Businessperson,Economy,3588,Coach-2,S-57,Single,3,4,25.94,Paratha Roll,Rahim Yar Khan,19:32,19:34,Child,7
304,Shalimar Express,Fatima Asghar Butt,Female,65,Doctor,AC Business,6888,Coach-15,S-63,Single,2,1,31.97,Karahi,Haveli Wasawewala,10:30,10:32,Female,3
305,Shalimar Express,Amir Asghar Rana,Female,9,Doctor,Economy,3588,Coach-19,S-34,Single,2,1,47.33,Karahi,Rahim Yar Khan,19:32,19:34,Child,3
306,Shalimar Express,Hira Fahad Malik,Male,36,Lawyer,AC Business,3588,Coach-1,S-56,Single,3,2,27.82,Daal Chaawal,Dera Nawab Sahib,17:43,17:45,Male,5
307,Shalimar Express,Amir Raza Bhatti,Female,25,Police Officer,Economy,6888,Coach-7,S-75,Married,0,4,10.62,Biryani,Karore Pakka,15:10,15:15,Female,5
308,Shalimar Express,Hira Murtaza Rana,Male,17,Student,Economy,3588,Coach-17,S-39,Married,4,0,43.14,Daal Chaawal,Padidan,1:04,1:06,Child,5
309,Shalimar Express,Fatima Asghar Rana,Male,70,Doctor,Economy,3588,Coach-13,S-22,Married,1,2,30.27,Paratha Roll,Sadikabad,19:54,19:56,Male,4
